Country,Year,Type,Value,Lower_CI,Upper_CI,ARIMA_Order,MAPE
Mexico,2015,Historical,1400.0,,,"(2, 1, 2)",
Mexico,2016,Historical,1457.0,,,"(2, 1, 2)",
Mexico,2017,Historical,1419.8,,,"(2, 1, 2)",
Mexico,2018,Historical,1425.0,,,"(2, 1, 2)",
Mexico,2019,Historical,1315.1,,,"(2, 1, 2)",
Mexico,2020,Historical,1335.9,,,"(2, 1, 2)",
Mexico,2021,Historical,1261.2,,,"(2, 1, 2)",
Mexico,2022,Historical,1210.1,,,"(2, 1, 2)",
Mexico,2023,Historical,1277.7,,,"(2, 1, 2)",
Mexico,2024,Forecast,1258.8,918.4,1725.4,"(2, 1, 2)",4.0
Mexico,2025,Forecast,1283.5,803.8,2049.5,"(2, 1, 2)",4.0
Mexico,2026,Forecast,1340.7,698.5,2573.5,"(2, 1, 2)",4.0
Mexico,2027,Forecast,1418.9,581.6,3461.4,"(2, 1, 2)",4.0
Mexico,2028,Forecast,1505.5,460.9,4917.3,"(2, 1, 2)",4.0
Mexico,2029,Forecast,1588.1,350.8,7188.2,"(2, 1, 2)",4.0
Mexico,2030,Forecast,1655.6,260.6,10519.4,"(2, 1, 2)",4.0
Libya,1971,Historical,2759.0,,,"(0, 1, 1)",
Libya,1972,Historical,2251.0,,,"(0, 1, 1)",
Libya,1973,Historical,2240.0,,,"(0, 1, 1)",
Libya,1974,Historical,1559.0,,,"(0, 1, 1)",
Libya,1975,Historical,1508.0,,,"(0, 1, 1)",
Libya,1976,Historical,1965.0,,,"(0, 1, 1)",
Libya,1977,Historical,2061.0,,,"(0, 1, 1)",
Libya,1978,Historical,1964.0,,,"(0, 1, 1)",
Libya,1979,Historical,2080.0,,,"(0, 1, 1)",
Libya,1980,Historical,1788.0,,,"(0, 1, 1)",
Libya,1981,Historical,1168.0,,,"(0, 1, 1)",
Libya,1982,Historical,1081.0,,,"(0, 1, 1)",
Libya,1983,Historical,1036.0,,,"(0, 1, 1)",
Libya,1984,Historical,1006.0,,,"(0, 1, 1)",
Libya,1985,Historical,930.0,,,"(0, 1, 1)",
Libya,1986,Historical,927.0,,,"(0, 1, 1)",
Libya,1987,Historical,874.0,,,"(0, 1, 1)",
Libya,1988,Historical,954.0,,,"(0, 1, 1)",
Libya,1989,Historical,985.0,,,"(0, 1, 1)",
Libya,1990,Historical,1239.0,,,"(0, 1, 1)",
Libya,1991,Historical,1400.0,,,"(0, 1, 1)",
Libya,1992,Historical,1320.0,,,"(0, 1, 1)",
Libya,1993,Historical,1244.0,,,"(0, 1, 1)",
Libya,1994,Historical,1238.0,,,"(0, 1, 1)",
Libya,1995,Historical,1283.0,,,"(0, 1, 1)",
Libya,1996,Historical,1289.0,,,"(0, 1, 1)",
Libya,1997,Historical,1306.0,,,"(0, 1, 1)",
Libya,1998,Historical,1359.0,,,"(0, 1, 1)",
Libya,1999,Historical,1183.0,,,"(0, 1, 1)",
Libya,2000,Historical,1242.0,,,"(0, 1, 1)",
Libya,2001,Historical,1220.0,,,"(0, 1, 1)",
Libya,2002,Historical,1211.0,,,"(0, 1, 1)",
Libya,2003,Historical,1320.0,,,"(0, 1, 1)",
Libya,2004,Historical,1507.0,,,"(0, 1, 1)",
Libya,2005,Historical,1609.0,,,"(0, 1, 1)",
Libya,2006,Historical,1713.0,,,"(0, 1, 1)",
Libya,2007,Historical,1807.0,,,"(0, 1, 1)",
Libya,2008,Historical,1761.0,,,"(0, 1, 1)",
Libya,2009,Historical,1629.0,,,"(0, 1, 1)",
Libya,2010,Historical,1629.0,,,"(0, 1, 1)",
Libya,2011,Historical,374.0,,,"(0, 1, 1)",
Libya,2012,Historical,1453.0,,,"(0, 1, 1)",
Libya,2013,Historical,1038.0,,,"(0, 1, 1)",
Libya,2014,Historical,416.0,,,"(0, 1, 1)",
Libya,2015,Historical,371.0,,,"(0, 1, 1)",
Libya,2016,Historical,374.0,,,"(0, 1, 1)",
Libya,2017,Historical,885.3,,,"(0, 1, 1)",
Libya,2018,Historical,1127.8,,,"(0, 1, 1)",
Libya,2019,Historical,1174.7,,,"(0, 1, 1)",
Libya,2020,Historical,431.0,,,"(0, 1, 1)",
Libya,2021,Historical,1266.4,,,"(0, 1, 1)",
Libya,2022,Historical,1112.3,,,"(0, 1, 1)",
Libya,2023,Historical,1176.8,,,"(0, 1, 1)",
Libya,2024,Forecast,1086.5,527.8,2236.3,"(0, 1, 1)",40.8
Libya,2025,Forecast,1086.5,485.3,2432.2,"(0, 1, 1)",40.8
Libya,2026,Forecast,1086.5,449.8,2624.4,"(0, 1, 1)",40.8
Libya,2027,Forecast,1086.5,419.4,2814.6,"(0, 1, 1)",40.8
Libya,2028,Forecast,1086.5,392.9,3004.2,"(0, 1, 1)",40.8
Libya,2029,Forecast,1086.5,369.6,3194.0,"(0, 1, 1)",40.8
Libya,2030,Forecast,1086.5,348.8,3384.5,"(0, 1, 1)",40.8
