Country,Year,Type,Net_Trade,Net_CI_Low,Net_CI_High,Exports,Imports,Exports_Order,Imports_Order,Avg_MAPE
Spain,1981,Historical,-981.0,,,63.0,1044.0,"(2, 1, 2)","(0, 1, 0)",
Spain,1982,Historical,-873.0,,,200.0,1073.0,"(2, 1, 2)","(0, 1, 0)",
Spain,1983,Historical,-865.0,,,227.0,1092.0,"(2, 1, 2)","(0, 1, 0)",
Spain,1984,Historical,-792.0,,,237.0,1029.0,"(2, 1, 2)","(0, 1, 0)",
Spain,1985,Historical,-802.0,,,205.0,1007.0,"(2, 1, 2)","(0, 1, 0)",
Spain,1986,Historical,-787.0,,,285.0,1072.0,"(2, 1, 2)","(0, 1, 0)",
Spain,1987,Historical,-849.0,,,232.0,1081.0,"(2, 1, 2)","(0, 1, 0)",
Spain,1988,Historical,-931.0,,,261.0,1192.0,"(2, 1, 2)","(0, 1, 0)",
Spain,1989,Historical,-976.0,,,230.0,1206.0,"(2, 1, 2)","(0, 1, 0)",
Spain,1990,Historical,-994.0,,,243.0,1237.0,"(2, 1, 2)","(0, 1, 0)",
Spain,1991,Historical,-1014.0,,,267.0,1281.0,"(2, 1, 2)","(0, 1, 0)",
Spain,1992,Historical,-1064.0,,,247.0,1311.0,"(2, 1, 2)","(0, 1, 0)",
Spain,1993,Historical,-1029.0,,,246.0,1275.0,"(2, 1, 2)","(0, 1, 0)",
Spain,1994,Historical,-1108.0,,,227.0,1335.0,"(2, 1, 2)","(0, 1, 0)",
Spain,1995,Historical,-1193.0,,,177.0,1370.0,"(2, 1, 2)","(0, 1, 0)",
Spain,1996,Historical,-1175.0,,,169.0,1344.0,"(2, 1, 2)","(0, 1, 0)",
Spain,1997,Historical,-1262.0,,,166.0,1428.0,"(2, 1, 2)","(0, 1, 0)",
Spain,1998,Historical,-1360.0,,,185.0,1545.0,"(2, 1, 2)","(0, 1, 0)",
Spain,1999,Historical,-1395.0,,,148.0,1543.0,"(2, 1, 2)","(0, 1, 0)",
Spain,2000,Historical,-1426.0,,,160.0,1586.0,"(2, 1, 2)","(0, 1, 0)",
Spain,2001,Historical,-1462.0,,,136.0,1598.0,"(2, 1, 2)","(0, 1, 0)",
Spain,2002,Historical,-1496.0,,,131.0,1627.0,"(2, 1, 2)","(0, 1, 0)",
Spain,2003,Historical,-1509.0,,,147.0,1656.0,"(2, 1, 2)","(0, 1, 0)",
Spain,2004,Historical,-1536.0,,,171.0,1707.0,"(2, 1, 2)","(0, 1, 0)",
Spain,2005,Historical,-1592.0,,,179.0,1771.0,"(2, 1, 2)","(0, 1, 0)",
Spain,2006,Historical,-1587.0,,,210.0,1797.0,"(2, 1, 2)","(0, 1, 0)",
Spain,2007,Historical,-1590.0,,,224.0,1814.0,"(2, 1, 2)","(0, 1, 0)",
Spain,2008,Historical,-1538.0,,,216.0,1754.0,"(2, 1, 2)","(0, 1, 0)",
Spain,2009,Historical,-1415.0,,,238.0,1653.0,"(2, 1, 2)","(0, 1, 0)",
Spain,2010,Historical,-1378.0,,,246.0,1624.0,"(2, 1, 2)","(0, 1, 0)",
Spain,2011,Historical,-1326.0,,,276.0,1602.0,"(2, 1, 2)","(0, 1, 0)",
Spain,2012,Historical,-1181.0,,,405.0,1586.0,"(2, 1, 2)","(0, 1, 0)",
Spain,2013,Historical,-1119.0,,,452.0,1571.0,"(2, 1, 2)","(0, 1, 0)",
Spain,2014,Historical,-1167.0,,,435.0,1602.0,"(2, 1, 2)","(0, 1, 0)",
Spain,2015,Historical,-1216.0,,,472.0,1688.0,"(2, 1, 2)","(0, 1, 0)",
Spain,2016,Historical,-1217.0,,,504.0,1721.0,"(2, 1, 2)","(0, 1, 0)",
Spain,2017,Historical,-1249.5,,,557.5,1807.0,"(2, 1, 2)","(0, 1, 0)",
Spain,2018,Historical,-1272.0,,,517.5,1789.5,"(2, 1, 2)","(0, 1, 0)",
Spain,2019,Historical,-1280.8,,,492.1,1772.9,"(2, 1, 2)","(0, 1, 0)",
Spain,2020,Historical,-1025.5,,,469.1,1494.7,"(2, 1, 2)","(0, 1, 0)",
Spain,2021,Historical,-1084.4,,,461.2,1545.6,"(2, 1, 2)","(0, 1, 0)",
Spain,2022,Historical,-1255.9,,,421.0,1676.9,"(2, 1, 2)","(0, 1, 0)",
Spain,2023,Historical,-1183.3,,,451.3,1634.5,"(2, 1, 2)","(0, 1, 0)",
Spain,2024,Forecast,-1183.5,-1496.9,-820.9,451.1,1634.5,"(2, 1, 2)","(0, 1, 0)",11.8
Spain,2025,Forecast,-1195.6,-1638.7,-627.1,439.0,1634.5,"(2, 1, 2)","(0, 1, 0)",11.8
Spain,2026,Forecast,-1177.9,-1728.3,-401.6,456.6,1634.5,"(2, 1, 2)","(0, 1, 0)",11.8
Spain,2027,Forecast,-1196.1,-1808.7,-306.6,438.5,1634.5,"(2, 1, 2)","(0, 1, 0)",11.8
Spain,2028,Forecast,-1180.6,-1873.5,-87.6,454.0,1634.5,"(2, 1, 2)","(0, 1, 0)",11.8
Spain,2029,Forecast,-1192.1,-1934.2,6.5,442.5,1634.5,"(2, 1, 2)","(0, 1, 0)",11.8
Spain,2030,Forecast,-1184.9,-1987.9,193.0,449.7,1634.5,"(2, 1, 2)","(0, 1, 0)",11.8
UAE,1971,Historical,1019.0,,,1022.0,3.0,"(0, 1, 3)","(1, 1, 0)",
UAE,1972,Historical,1153.0,,,1157.0,4.0,"(0, 1, 3)","(1, 1, 0)",
UAE,1973,Historical,1472.0,,,1478.0,6.0,"(0, 1, 3)","(1, 1, 0)",
UAE,1974,Historical,1611.0,,,1619.0,8.0,"(0, 1, 3)","(1, 1, 0)",
UAE,1975,Historical,1621.0,,,1635.0,14.0,"(0, 1, 3)","(1, 1, 0)",
UAE,1976,Historical,1853.0,,,1873.0,20.0,"(0, 1, 3)","(1, 1, 0)",
UAE,1977,Historical,1902.0,,,1930.0,28.0,"(0, 1, 3)","(1, 1, 0)",
UAE,1978,Historical,1739.0,,,1770.0,31.0,"(0, 1, 3)","(1, 1, 0)",
UAE,1979,Historical,1738.0,,,1780.0,42.0,"(0, 1, 3)","(1, 1, 0)",
UAE,1980,Historical,1555.0,,,1645.0,90.0,"(0, 1, 3)","(1, 1, 0)",
UAE,1981,Historical,1381.0,,,1446.0,65.0,"(0, 1, 3)","(1, 1, 0)",
UAE,1982,Historical,1134.0,,,1191.0,57.0,"(0, 1, 3)","(1, 1, 0)",
UAE,1983,Historical,1101.0,,,1136.0,35.0,"(0, 1, 3)","(1, 1, 0)",
UAE,1984,Historical,996.0,,,1033.0,37.0,"(0, 1, 3)","(1, 1, 0)",
UAE,1985,Historical,909.0,,,970.0,61.0,"(0, 1, 3)","(1, 1, 0)",
UAE,1986,Historical,1045.0,,,1122.0,77.0,"(0, 1, 3)","(1, 1, 0)",
UAE,1987,Historical,1138.0,,,1234.0,96.0,"(0, 1, 3)","(1, 1, 0)",
UAE,1988,Historical,1150.0,,,1289.0,139.0,"(0, 1, 3)","(1, 1, 0)",
UAE,1989,Historical,1448.0,,,1604.0,156.0,"(0, 1, 3)","(1, 1, 0)",
UAE,1990,Historical,1626.0,,,1790.0,164.0,"(0, 1, 3)","(1, 1, 0)",
UAE,1991,Historical,1848.0,,,2072.0,224.0,"(0, 1, 3)","(1, 1, 0)",
UAE,1992,Historical,2008.0,,,2227.0,219.0,"(0, 1, 3)","(1, 1, 0)",
UAE,1993,Historical,1934.0,,,2162.0,228.0,"(0, 1, 3)","(1, 1, 0)",
UAE,1994,Historical,1890.0,,,2129.0,239.0,"(0, 1, 3)","(1, 1, 0)",
UAE,1995,Historical,1891.0,,,2135.0,244.0,"(0, 1, 3)","(1, 1, 0)",
UAE,1996,Historical,1917.0,,,2117.0,200.0,"(0, 1, 3)","(1, 1, 0)",
UAE,1997,Historical,2023.0,,,2250.0,227.0,"(0, 1, 3)","(1, 1, 0)",
UAE,1998,Historical,2097.0,,,2324.0,227.0,"(0, 1, 3)","(1, 1, 0)",
UAE,1999,Historical,1989.0,,,2181.0,192.0,"(0, 1, 3)","(1, 1, 0)",
UAE,2000,Historical,2304.0,,,2487.0,183.0,"(0, 1, 3)","(1, 1, 0)",
UAE,2001,Historical,2065.0,,,2216.0,151.0,"(0, 1, 3)","(1, 1, 0)",
UAE,2002,Historical,1943.0,,,2097.0,154.0,"(0, 1, 3)","(1, 1, 0)",
UAE,2003,Historical,2231.0,,,2436.0,205.0,"(0, 1, 3)","(1, 1, 0)",
UAE,2004,Historical,2415.0,,,2647.0,232.0,"(0, 1, 3)","(1, 1, 0)",
UAE,2005,Historical,2474.0,,,2735.0,261.0,"(0, 1, 3)","(1, 1, 0)",
UAE,2006,Historical,2592.0,,,2852.0,260.0,"(0, 1, 3)","(1, 1, 0)",
UAE,2007,Historical,2527.0,,,2806.0,279.0,"(0, 1, 3)","(1, 1, 0)",
UAE,2008,Historical,2543.0,,,2863.0,320.0,"(0, 1, 3)","(1, 1, 0)",
UAE,2009,Historical,2232.0,,,2543.0,311.0,"(0, 1, 3)","(1, 1, 0)",
UAE,2010,Historical,2452.0,,,2767.0,315.0,"(0, 1, 3)","(1, 1, 0)",
UAE,2011,Historical,2829.0,,,3185.0,356.0,"(0, 1, 3)","(1, 1, 0)",
UAE,2012,Historical,2987.0,,,3332.0,345.0,"(0, 1, 3)","(1, 1, 0)",
UAE,2013,Historical,3123.0,,,3550.0,427.0,"(0, 1, 3)","(1, 1, 0)",
UAE,2014,Historical,2765.0,,,3177.0,412.0,"(0, 1, 3)","(1, 1, 0)",
UAE,2015,Historical,2928.0,,,3356.0,428.0,"(0, 1, 3)","(1, 1, 0)",
UAE,2016,Historical,2904.0,,,3321.0,417.0,"(0, 1, 3)","(1, 1, 0)",
UAE,2017,Historical,2939.5,,,3338.4,398.9,"(0, 1, 3)","(1, 1, 0)",
UAE,2018,Historical,2855.7,,,3276.5,420.9,"(0, 1, 3)","(1, 1, 0)",
UAE,2019,Historical,2960.1,,,3447.9,487.8,"(0, 1, 3)","(1, 1, 0)",
UAE,2020,Historical,2913.1,,,3493.0,579.9,"(0, 1, 3)","(1, 1, 0)",
UAE,2021,Historical,2865.8,,,3468.7,602.9,"(0, 1, 3)","(1, 1, 0)",
UAE,2022,Historical,3257.3,,,3884.1,626.8,"(0, 1, 3)","(1, 1, 0)",
UAE,2023,Historical,3087.9,,,3808.1,720.2,"(0, 1, 3)","(1, 1, 0)",
UAE,2024,Forecast,3143.3,2175.2,4071.0,3908.0,764.7,"(0, 1, 3)","(1, 1, 0)",19.1
UAE,2025,Forecast,3236.0,1474.7,4822.1,4020.8,784.8,"(0, 1, 3)","(1, 1, 0)",19.1
UAE,2026,Forecast,3117.9,577.2,5301.0,3911.5,793.6,"(0, 1, 3)","(1, 1, 0)",19.1
UAE,2027,Forecast,3114.1,-327.8,6147.5,3911.5,797.4,"(0, 1, 3)","(1, 1, 0)",19.1
UAE,2028,Forecast,3112.4,-1171.9,6882.9,3911.5,799.1,"(0, 1, 3)","(1, 1, 0)",19.1
UAE,2029,Forecast,3111.7,-2006.1,7562.5,3911.5,799.8,"(0, 1, 3)","(1, 1, 0)",19.1
UAE,2030,Forecast,3111.4,-2853.0,8209.7,3911.5,800.1,"(0, 1, 3)","(1, 1, 0)",19.1
USA,1971,Historical,-3691.0,,,225.0,3916.0,"(1, 1, 3)","(1, 1, 0)",
USA,1972,Historical,-4493.0,,,224.0,4717.0,"(1, 1, 3)","(1, 1, 0)",
USA,1973,Historical,-5943.0,,,232.0,6175.0,"(1, 1, 3)","(1, 1, 0)",
USA,1974,Historical,-5805.0,,,222.0,6027.0,"(1, 1, 3)","(1, 1, 0)",
USA,1975,Historical,-6174.0,,,196.0,6370.0,"(1, 1, 3)","(1, 1, 0)",
USA,1976,Historical,-7325.0,,,204.0,7529.0,"(1, 1, 3)","(1, 1, 0)",
USA,1977,Historical,-9020.0,,,252.0,9272.0,"(1, 1, 3)","(1, 1, 0)",
USA,1978,Historical,-8384.0,,,273.0,8657.0,"(1, 1, 3)","(1, 1, 0)",
USA,1979,Historical,-8324.0,,,308.0,8632.0,"(1, 1, 3)","(1, 1, 0)",
USA,1980,Historical,-6676.0,,,319.0,6995.0,"(1, 1, 3)","(1, 1, 0)",
USA,1981,Historical,-5743.0,,,368.0,6111.0,"(1, 1, 3)","(1, 1, 0)",
USA,1982,Historical,-4669.0,,,623.0,5292.0,"(1, 1, 3)","(1, 1, 0)",
USA,1983,Historical,-4651.0,,,581.0,5232.0,"(1, 1, 3)","(1, 1, 0)",
USA,1984,Historical,-5069.0,,,548.0,5617.0,"(1, 1, 3)","(1, 1, 0)",
USA,1985,Historical,-4677.0,,,593.0,5270.0,"(1, 1, 3)","(1, 1, 0)",
USA,1986,Historical,-5778.0,,,656.0,6434.0,"(1, 1, 3)","(1, 1, 0)",
USA,1987,Historical,-6237.0,,,648.0,6885.0,"(1, 1, 3)","(1, 1, 0)",
USA,1988,Historical,-6874.0,,,680.0,7554.0,"(1, 1, 3)","(1, 1, 0)",
USA,1989,Historical,-7450.0,,,736.0,8186.0,"(1, 1, 3)","(1, 1, 0)",
USA,1990,Historical,-7430.0,,,781.0,8211.0,"(1, 1, 3)","(1, 1, 0)",
USA,1991,Historical,-6956.0,,,893.0,7849.0,"(1, 1, 3)","(1, 1, 0)",
USA,1992,Historical,-7375.0,,,860.0,8235.0,"(1, 1, 3)","(1, 1, 0)",
USA,1993,Historical,-8088.0,,,907.0,8995.0,"(1, 1, 3)","(1, 1, 0)",
USA,1994,Historical,-8536.0,,,849.0,9385.0,"(1, 1, 3)","(1, 1, 0)",
USA,1995,Historical,-8355.0,,,842.0,9197.0,"(1, 1, 3)","(1, 1, 0)",
USA,1996,Historical,-8970.0,,,925.0,9895.0,"(1, 1, 3)","(1, 1, 0)",
USA,1997,Historical,-9650.0,,,1005.0,10655.0,"(1, 1, 3)","(1, 1, 0)",
USA,1998,Historical,-10229.0,,,948.0,11177.0,"(1, 1, 3)","(1, 1, 0)",
USA,1999,Historical,-10390.0,,,943.0,11333.0,"(1, 1, 3)","(1, 1, 0)",
USA,2000,Historical,-10944.0,,,1039.0,11983.0,"(1, 1, 3)","(1, 1, 0)",
USA,2001,Historical,-11465.0,,,980.0,12445.0,"(1, 1, 3)","(1, 1, 0)",
USA,2002,Historical,-11111.0,,,1000.0,12111.0,"(1, 1, 3)","(1, 1, 0)",
USA,2003,Historical,-11852.0,,,1047.0,12899.0,"(1, 1, 3)","(1, 1, 0)",
USA,2004,Historical,-12722.0,,,1075.0,13797.0,"(1, 1, 3)","(1, 1, 0)",
USA,2005,Historical,-13164.0,,,1187.0,14351.0,"(1, 1, 3)","(1, 1, 0)",
USA,2006,Historical,-13015.0,,,1344.0,14359.0,"(1, 1, 3)","(1, 1, 0)",
USA,2007,Historical,-12629.0,,,1468.0,14097.0,"(1, 1, 3)","(1, 1, 0)",
USA,2008,Historical,-11686.0,,,1865.0,13551.0,"(1, 1, 3)","(1, 1, 0)",
USA,2009,Historical,-10249.0,,,2043.0,12292.0,"(1, 1, 3)","(1, 1, 0)",
USA,2010,Historical,-10032.0,,,2358.0,12390.0,"(1, 1, 3)","(1, 1, 0)",
USA,2011,Historical,-9055.0,,,2807.0,11862.0,"(1, 1, 3)","(1, 1, 0)",
USA,2012,Historical,-7708.0,,,2969.0,10677.0,"(1, 1, 3)","(1, 1, 0)",
USA,2013,Historical,-6707.0,,,3243.0,9950.0,"(1, 1, 3)","(1, 1, 0)",
USA,2014,Historical,-5216.0,,,4137.0,9353.0,"(1, 1, 3)","(1, 1, 0)",
USA,2015,Historical,-4861.0,,,4679.0,9540.0,"(1, 1, 3)","(1, 1, 0)",
USA,2016,Historical,-4912.0,,,5186.0,10098.0,"(1, 1, 3)","(1, 1, 0)",
USA,2017,Historical,-3939.5,,,6276.9,10216.4,"(1, 1, 3)","(1, 1, 0)",
USA,2018,Historical,-2515.5,,,7527.1,10042.7,"(1, 1, 3)","(1, 1, 0)",
USA,2019,Historical,-779.7,,,8452.8,9232.4,"(1, 1, 3)","(1, 1, 0)",
USA,2020,Historical,425.1,,,8416.9,7991.8,"(1, 1, 3)","(1, 1, 0)",
USA,2021,Historical,-62.7,,,8479.8,8542.5,"(1, 1, 3)","(1, 1, 0)",
USA,2022,Historical,1090.2,,,9455.6,8365.4,"(1, 1, 3)","(1, 1, 0)",
USA,2023,Historical,1514.1,,,10109.9,8595.8,"(1, 1, 3)","(1, 1, 0)",
USA,2024,Forecast,1697.9,-1750.9,5309.3,10389.6,8691.7,"(1, 1, 3)","(1, 1, 0)",17.6
USA,2025,Forecast,1989.4,-3858.0,8190.7,10720.5,8731.1,"(1, 1, 3)","(1, 1, 0)",17.6
USA,2026,Forecast,2282.8,-5562.2,10575.0,11030.1,8747.3,"(1, 1, 3)","(1, 1, 0)",17.6
USA,2027,Forecast,2556.3,-7304.3,13318.7,11310.2,8753.9,"(1, 1, 3)","(1, 1, 0)",17.6
USA,2028,Forecast,2806.2,-9022.3,16447.0,11562.8,8756.6,"(1, 1, 3)","(1, 1, 0)",17.6
USA,2029,Forecast,3032.4,-10686.3,19994.6,11790.1,8757.7,"(1, 1, 3)","(1, 1, 0)",17.6
USA,2030,Forecast,3235.9,-12284.6,24001.6,11994.0,8758.2,"(1, 1, 3)","(1, 1, 0)",17.6
